order_id,date,product,region,quantity,unit_price,discount,customer_id
ORD-0041,2025-04-06,Laptop,West,8,999,0.05,CUST-0154
ORD-0042,2025-01-06,Headphones,West,1,149,0.05,CUST-0167
ORD-0043,2025-05-14,Headphones,West,3,149,0,CUST-0175
ORD-0044,2025-01-19,Phone,North,6,699,0,CUST-0112
ORD-0045,2025-08-17,Monitor,South,1,349,0.1,CUST-0120
ORD-0046,2025-02-20,Phone,North,4,699,0.05,CUST-0130
ORD-0047,2025-04-19,Monitor,North,10,349,0,CUST-0207
ORD-0048,2025-10-17,Monitor,East,5,349,0,CUST-0271
ORD-0049,2025-04-09,Tablet,West,3,449,0.15,CUST-0265
ORD-0050,2025-08-11,Tablet,North,1,449,0.05,CUST-0259
ORD-0051,2025-02-03,Monitor,South,9,349,0,CUST-0133
ORD-0052,2025-02-08,Tablet,East,5,449,0,CUST-0212
ORD-0053,2025-12-10,Monitor,North,9,349,0,CUST-0269
ORD-0054,2025-03-09,Laptop,North,2,999,0.15,CUST-0241
ORD-0055,2025-05-10,Phone,South,6,699,0,CUST-0275
ORD-0056,2025-09-16,Tablet,East,1,449,0,CUST-0262
ORD-0057,2025-05-02,Headphones,North,6,149,0.2,CUST-0133
ORD-0058,2025-03-24,Tablet,West,9,449,0.15,CUST-0209
ORD-0059,2025-01-04,Monitor,North,3,349,0.1,CUST-0109
ORD-0060,2025-10-18,Tablet,South,7,449,0,CUST-0110
ORD-0061,2025-06-26,Tablet,North,6,449,0,CUST-0274
ORD-0062,2025-11-04,Phone,East,9,699,0.2,CUST-0204
ORD-0063,2025-12-05,Monitor,South,3,349,0.2,CUST-0145
ORD-0064,2025-01-06,Headphones,East,7,149,0.2,CUST-0271
ORD-0065,2025-05-06,Phone,North,7,699,0.2,CUST-0109
ORD-0066,2025-04-07,Headphones,West,6,149,0,CUST-0158
ORD-0067,2025-01-22,Phone,South,7,699,0,CUST-0171
ORD-0068,2025-05-12,Laptop,West,9,999,0,CUST-0107
ORD-0069,2025-05-06,Laptop,East,1,999,0,CUST-0252
ORD-0070,2025-06-24,Headphones,East,7,149,0.1,CUST-0230
ORD-0071,2025-07-19,Laptop,South,5,999,0,CUST-0281
ORD-0072,2025-01-17,Headphones,South,6,149,0.05,CUST-0117
ORD-0073,2025-10-11,Tablet,North,5,449,0.1,CUST-0179
ORD-0074,2025-06-13,Headphones,East,9,149,0,CUST-0149
ORD-0075,2025-11-13,Headphones,South,10,149,0.1,CUST-0177
ORD-0076,2025-09-27,Headphones,North,5,149,0,CUST-0153
ORD-0077,2025-10-20,Headphones,East,8,149,0.05,CUST-0213
ORD-0078,2025-09-16,Phone,South,2,699,0,CUST-0231
ORD-0079,2025-06-03,Monitor,South,5,349,0,CUST-0150
ORD-0080,2025-01-02,Phone,South,8,699,0.1,CUST-0296
ORD-0081,2025-08-14,Laptop,South,7,999,0.05,CUST-0202
ORD-0082,2025-03-21,Phone,North,2,699,0.2,CUST-0208
ORD-0083,2025-03-26,Phone,West,1,699,0.1,CUST-0163
ORD-0084,2025-08-05,Laptop,West,9,999,0.1,CUST-0252
ORD-0085,2025-08-20,Tablet,West,9,449,0.05,CUST-0140
ORD-0086,2025-08-09,Headphones,South,5,149,0.2,CUST-0299
ORD-0087,2025-08-21,Monitor,South,5,349,0.05,CUST-0119
ORD-0088,2025-04-09,Tablet,East,6,449,0.1,CUST-0120
ORD-0089,2025-03-08,Phone,West,3,699,0.15,CUST-0154
ORD-0090,2025-07-14,Laptop,East,9,999,0.05,CUST-0206
ORD-0091,2025-04-27,Laptop,West,7,999,0.2,CUST-0249
ORD-0092,2025-10-13,Laptop,West,1,999,0,CUST-0176
ORD-0093,2025-07-18,Headphones,South,8,149,0,CUST-0169
ORD-0094,2025-08-01,Headphones,West,6,149,0.15,CUST-0273
ORD-0095,2025-12-06,Headphones,West,3,149,0.1,CUST-0236
ORD-0096,2025-07-19,Laptop,North,2,999,0.15,CUST-0209
ORD-0097,2025-08-06,Phone,North,5,699,0.05,CUST-0183
ORD-0098,2025-08-11,Phone,East,7,699,0,CUST-0292
ORD-0099,2025-05-27,Headphones,North,8,149,0,CUST-0291
ORD-0100,2025-01-12,Monitor,South,2,349,0.2,CUST-0266
ORD-0101,2025-01-08,Laptop,South,1,999,0.1,CUST-0139
ORD-0102,2025-03-16,Phone,North,10,699,0,CUST-0219
ORD-0103,2025-06-06,Tablet,North,3,449,0,CUST-0127
ORD-0104,2025-01-10,Monitor,West,7,349,0.15,CUST-0150
ORD-0105,2025-10-23,Laptop,South,2,999,0.15,CUST-0297
ORD-0106,2025-11-20,Tablet,North,10,449,0.2,CUST-0110
ORD-0107,2025-09-14,Tablet,East,2,449,0.1,CUST-0265
ORD-0108,2025-01-28,Tablet,West,8,449,0,CUST-0210
ORD-0109,2025-11-27,Tablet,West,3,449,0.05,CUST-0145
ORD-0110,2025-11-09,Monitor,West,8,349,0.05,CUST-0287
ORD-0111,2025-05-11,Monitor,South,2,349,0,CUST-0215
ORD-0112,2025-08-19,Phone,West,6,699,0,CUST-0226
ORD-0113,2025-03-16,Tablet,South,6,449,0.2,CUST-0166
ORD-0114,2025-05-20,Tablet,East,9,449,0,CUST-0232
ORD-0115,2025-02-08,Phone,West,8,699,0.1,CUST-0294
ORD-0116,2025-12-16,Phone,West,8,699,0.2,CUST-0104
ORD-0117,2025-05-08,Laptop,West,4,999,0,CUST-0269
ORD-0118,2025-06-16,Monitor,East,7,349,0.15,CUST-0240
ORD-0119,2025-06-23,Tablet,West,5,449,0,CUST-0164
ORD-0120,2025-02-24,Phone,South,6,699,0,CUST-0290
ORD-0121,2025-12-06,Monitor,South,4,349,0.15,CUST-0223
ORD-0122,2025-12-19,Tablet,East,2,449,0.2,CUST-0149
ORD-0123,2025-04-12,Tablet,South,5,449,0,CUST-0281
ORD-0124,2025-03-09,Monitor,North,1,349,0.1,CUST-0174
ORD-0125,2025-11-28,Phone,West,2,699,0.2,CUST-0103
ORD-0126,2025-05-16,Monitor,West,8,349,0,CUST-0147
ORD-0127,2025-05-28,Laptop,West,2,999,0.2,CUST-0116
ORD-0128,2025-08-03,Headphones,North,3,149,0,CUST-0244
ORD-0129,2025-02-08,Tablet,North,9,449,0.2,CUST-0206
ORD-0130,2025-10-26,Monitor,South,9,349,0.05,CUST-0215
ORD-0131,2025-05-28,Headphones,West,5,149,0.1,CUST-0258
ORD-0132,2025-10-24,Laptop,North,4,999,0.15,CUST-0154
ORD-0133,2025-11-03,Tablet,South,4,449,0,CUST-0241
ORD-0134,2025-03-01,Laptop,West,8,999,0.15,CUST-0252
ORD-0135,2025-05-02,Headphones,South,5,149,0.15,CUST-0172
ORD-0136,2025-02-22,Headphones,South,5,149,0.2,CUST-0260
ORD-0137,2025-11-26,Monitor,South,7,349,0,CUST-0239
ORD-0138,2025-11-05,Phone,East,3,699,0,CUST-0115
ORD-0139,2025-05-20,Phone,East,8,699,0,CUST-0219
ORD-0140,2025-12-13,Tablet,East,9,449,0.1,CUST-0226
ORD-0141,2025-02-20,Headphones,North,7,149,0.15,CUST-0182
ORD-0142,2025-05-01,Monitor,North,4,349,0.15,CUST-0247
ORD-0143,2025-01-25,Monitor,East,10,349,0,CUST-0295
ORD-0144,2025-08-17,Phone,West,5,699,0,CUST-0249
ORD-0145,2025-11-27,Headphones,West,2,149,0.05,CUST-0189
ORD-0146,2025-06-11,Headphones,North,3,149,0,CUST-0205
ORD-0147,2025-05-22,Headphones,West,9,149,0,CUST-0216
ORD-0148,2025-06-09,Laptop,East,2,999,0.2,CUST-0203
ORD-0149,2025-01-22,Monitor,West,7,349,0,CUST-0148
ORD-0150,2025-06-20,Monitor,West,8,349,0.2,CUST-0113
ORD-0151,2025-05-18,Phone,South,5,699,0.05,CUST-0278
ORD-0152,2025-02-01,Headphones,South,3,149,0,CUST-0241
ORD-0153,2025-09-14,Laptop,North,4,999,0.2,CUST-0129
ORD-0154,2025-02-21,Headphones,South,8,149,0.15,CUST-0174
ORD-0155,2025-12-09,Monitor,West,8,349,0.05,CUST-0162
ORD-0156,2025-09-05,Headphones,West,4,149,0.1,CUST-0230
ORD-0157,2025-02-09,Phone,West,6,699,0.2,CUST-0229
ORD-0158,2025-01-10,Tablet,East,10,449,0.1,CUST-0268
ORD-0159,2025-03-15,Headphones,West,6,149,0,CUST-0241
ORD-0160,2025-07-15,Monitor,East,4,349,0.15,CUST-0161
ORD-0161,2025-07-08,Monitor,West,1,349,0,CUST-0290
ORD-0162,2025-12-26,Headphones,West,7,149,0.15,CUST-0266
ORD-0163,2025-08-02,Phone,South,9,699,0.1,CUST-0184
ORD-0164,2025-08-04,Laptop,West,1,999,0.15,CUST-0136
ORD-0165,2025-11-05,Headphones,North,8,149,0.2,CUST-0167
ORD-0166,2025-10-23,Tablet,West,2,449,0.2,CUST-0184
ORD-0167,2025-07-11,Monitor,West,9,349,0,CUST-0258
ORD-0168,2025-04-21,Laptop,East,4,999,0.15,CUST-0123
ORD-0169,2025-02-25,Headphones,North,8,149,0,CUST-0277
ORD-0170,2025-01-02,Tablet,East,1,449,0,CUST-0191
ORD-0171,2025-07-05,Tablet,South,9,449,0.05,CUST-0244
ORD-0172,2025-03-06,Phone,North,10,699,0.2,CUST-0197
ORD-0173,2025-11-08,Monitor,West,10,349,0,CUST-0159
ORD-0174,2025-11-09,Headphones,West,5,149,0.15,CUST-0102
ORD-0175,2025-05-22,Headphones,South,2,149,0.05,CUST-0188
ORD-0176,2025-05-21,Monitor,West,5,349,0.05,CUST-0177
ORD-0177,2025-07-28,Phone,West,2,699,0,CUST-0197
ORD-0178,2025-06-19,Monitor,East,5,349,0,CUST-0268
ORD-0179,2025-05-01,Headphones,North,10,149,0.15,CUST-0227
ORD-0180,2025-04-20,Tablet,East,4,449,0.15,CUST-0148
ORD-0181,2025-05-22,Monitor,South,2,349,0.15,CUST-0265
ORD-0182,2025-05-26,Laptop,West,1,999,0.1,CUST-0193
ORD-0183,2025-02-10,Phone,East,7,699,0,CUST-0151
ORD-0184,2025-09-12,Phone,East,3,699,0,CUST-0223
ORD-0185,2025-12-28,Tablet,East,2,449,0.05,CUST-0119
ORD-0186,2025-04-28,Phone,West,9,699,0,CUST-0123
ORD-0187,2025-01-09,Headphones,North,8,149,0,CUST-0272
ORD-0188,2025-10-13,Tablet,East,2,449,0.15,CUST-0159
ORD-0189,2025-01-20,Headphones,East,10,149,0,CUST-0265
ORD-0190,2025-11-27,Laptop,West,5,999,0.15,CUST-0204
ORD-0191,2025-03-02,Laptop,North,5,999,0.05,CUST-0129
ORD-0192,2025-04-18,Laptop,South,7,999,0.05,CUST-0194
ORD-0193,2025-07-19,Monitor,South,7,349,0.15,CUST-0125
ORD-0194,2025-10-14,Headphones,East,1,149,0.15,CUST-0194
ORD-0195,2025-08-15,Phone,South,6,699,0,CUST-0275
ORD-0196,2025-09-21,Tablet,East,1,449,0.05,CUST-0170
ORD-0197,2025-02-28,Phone,West,2,699,0.15,CUST-0154
ORD-0198,2025-01-02,Monitor,East,4,349,0,CUST-0244
ORD-0199,2025-02-27,Phone,South,10,699,0,CUST-0159
ORD-0200,2025-03-26,Tablet,North,5,449,0.2,CUST-0137
ORD-0201,2025-09-09,Phone,South,2,699,0.15,CUST-0106
ORD-0202,2025-01-12,Phone,South,10,699,0,CUST-0104
ORD-0203,2025-05-02,Phone,South,7,699,0.1,CUST-0129
ORD-0204,2025-08-15,Laptop,East,9,999,0.1,CUST-0127
ORD-0205,2025-09-08,Headphones,North,9,149,0,CUST-0217
ORD-0206,2025-01-16,Laptop,West,7,999,0.15,CUST-0127
ORD-0207,2025-12-15,Headphones,North,2,149,0,CUST-0255
ORD-0208,2025-02-05,Phone,East,10,699,0.15,CUST-0249
ORD-0209,2025-12-11,Monitor,West,10,349,0.1,CUST-0175
ORD-0210,2025-09-20,Headphones,West,2,149,0.2,CUST-0279
ORD-0211,2025-11-21,Laptop,South,7,999,0.05,CUST-0158
ORD-0212,2025-06-27,Headphones,West,7,149,0.05,CUST-0286
ORD-0213,2025-06-14,Laptop,East,5,999,0,CUST-0139
ORD-0214,2025-02-03,Headphones,North,2,149,0.05,CUST-0124
ORD-0215,2025-03-18,Tablet,North,10,449,0.1,CUST-0243
ORD-0216,2025-11-04,Tablet,West,6,449,0.2,CUST-0270
ORD-0217,2025-12-02,Headphones,East,10,149,0,CUST-0190
ORD-0218,2025-10-17,Laptop,South,3,999,0.15,CUST-0223
ORD-0219,2025-02-12,Phone,East,2,699,0.2,CUST-0171
ORD-0220,2025-04-26,Monitor,West,9,349,0.2,CUST-0259
ORD-0221,2025-11-21,Monitor,North,10,349,0.15,CUST-0277
ORD-0222,2025-01-06,Tablet,East,5,449,0,CUST-0189
ORD-0223,2025-03-28,Laptop,South,10,999,0.15,CUST-0202
ORD-0224,2025-03-24,Laptop,North,2,999,0.15,CUST-0235
ORD-0225,2025-07-14,Phone,West,6,699,0,CUST-0194
ORD-0226,2025-12-11,Tablet,North,1,449,0,CUST-0140
ORD-0227,2025-01-22,Monitor,North,5,349,0.05,CUST-0269
ORD-0228,2025-08-20,Headphones,West,7,149,0,CUST-0155
ORD-0229,2025-02-12,Monitor,West,2,349,0,CUST-0273
ORD-0230,2025-08-17,Monitor,East,1,349,0,CUST-0201
ORD-0231,2025-01-01,Monitor,South,5,349,0,CUST-0296
ORD-0232,2025-05-10,Phone,East,2,699,0,CUST-0227
ORD-0233,2025-03-05,Headphones,West,9,149,0.15,CUST-0158
ORD-0234,2025-09-27,Monitor,East,2,349,0.05,CUST-0289
ORD-0235,2025-07-01,Laptop,West,2,999,0.2,CUST-0180
ORD-0236,2025-07-19,Monitor,West,7,349,0,CUST-0129
ORD-0237,2025-01-11,Headphones,South,10,149,0.05,CUST-0276
ORD-0238,2025-02-14,Tablet,North,4,449,0.05,CUST-0250
ORD-0239,2025-09-03,Headphones,West,5,149,0.15,CUST-0186
ORD-0240,2025-06-25,Phone,South,2,699,0.1,CUST-0262
ORD-0241,2025-09-17,Laptop,South,6,999,0,CUST-0286
ORD-0242,2025-04-04,Phone,South,5,699,0,CUST-0144
ORD-0243,2025-03-25,Monitor,North,3,349,0.2,CUST-0260
ORD-0244,2025-08-25,Headphones,West,10,149,0.15,CUST-0262
ORD-0245,2025-06-28,Monitor,East,3,349,0.05,CUST-0117
ORD-0246,2025-08-21,Headphones,East,5,149,0.1,CUST-0114
ORD-0247,2025-09-03,Tablet,East,8,449,0.05,CUST-0109
ORD-0248,2025-06-27,Laptop,East,2,999,0.15,CUST-0123
ORD-0249,2025-10-17,Monitor,West,8,349,0.1,CUST-0241
ORD-0250,2025-08-26,Laptop,South,6,999,0.1,CUST-0221
ORD-0251,2025-03-02,Monitor,West,2,349,0.2,CUST-0187
ORD-0252,2025-09-21,Laptop,South,1,999,0,CUST-0281
ORD-0253,2025-08-17,Headphones,South,6,149,0,CUST-0172
ORD-0254,2025-07-25,Headphones,East,10,149,0,CUST-0261
ORD-0255,2025-02-11,Tablet,North,9,449,0.15,CUST-0198
ORD-0256,2025-05-24,Tablet,South,6,449,0,CUST-0249
ORD-0257,2025-06-10,Phone,West,3,699,0.1,CUST-0281
ORD-0258,2025-05-18,Laptop,West,6,999,0.2,CUST-0132
ORD-0259,2025-02-21,Monitor,West,9,349,0,CUST-0104
ORD-0260,2025-05-06,Tablet,South,6,449,0.2,CUST-0224
ORD-0261,2025-04-05,Phone,South,2,699,0,CUST-0125
ORD-0262,2025-09-27,Monitor,North,6,349,0.2,CUST-0258
ORD-0263,2025-10-13,Phone,South,3,699,0,CUST-0277
ORD-0264,2025-03-24,Monitor,West,1,349,0.05,CUST-0193
ORD-0265,2025-08-20,Phone,East,8,699,0,CUST-0236
ORD-0266,2025-05-26,Phone,West,4,699,0,CUST-0273
ORD-0267,2025-08-15,Monitor,East,7,349,0.1,CUST-0235
ORD-0268,2025-03-27,Headphones,South,10,149,0,CUST-0164
ORD-0269,2025-11-16,Laptop,East,9,999,0,CUST-0282
ORD-0270,2025-02-10,Monitor,North,3,349,0,CUST-0215
ORD-0271,2025-03-27,Monitor,West,2,349,0,CUST-0215
ORD-0272,2025-01-14,Tablet,North,7,449,0.1,CUST-0195
ORD-0273,2025-07-03,Phone,East,4,699,0,CUST-0181
ORD-0274,2025-12-21,Laptop,East,3,999,0,CUST-0109
ORD-0275,2025-08-23,Tablet,South,8,449,0.05,CUST-0257
ORD-0276,2025-02-01,Laptop,East,4,999,0.2,CUST-0138
ORD-0277,2025-12-20,Monitor,West,2,349,0.2,CUST-0173
ORD-0278,2025-05-04,Phone,North,4,699,0.05,CUST-0263
ORD-0279,2025-08-03,Monitor,North,8,349,0.1,CUST-0237
ORD-0280,2025-11-17,Laptop,South,3,999,0,CUST-0209
ORD-0281,2025-10-12,Laptop,South,10,999,0.05,CUST-0147
ORD-0282,2025-09-12,Laptop,North,9,999,0.1,CUST-0229
ORD-0283,2025-09-01,Monitor,West,8,349,0,CUST-0262
ORD-0284,2025-06-09,Headphones,North,6,149,0.2,CUST-0117
ORD-0285,2025-04-24,Tablet,North,10,449,0.15,CUST-0293
ORD-0286,2025-03-02,Tablet,East,9,449,0,CUST-0264
ORD-0287,2025-11-15,Phone,West,3,699,0.2,CUST-0134
ORD-0288,2025-12-25,Laptop,West,1,999,0,CUST-0151
ORD-0289,2025-04-02,Laptop,East,5,999,0.1,CUST-0201
ORD-0290,2025-08-09,Monitor,North,4,349,0,CUST-0191
ORD-0291,2025-11-11,Laptop,East,2,999,0.2,CUST-0194
ORD-0292,2025-07-24,Headphones,West,7,149,0,CUST-0147
ORD-0293,2025-12-16,Headphones,East,9,149,0,CUST-0121
ORD-0294,2025-02-14,Headphones,South,9,149,0,CUST-0182
ORD-0295,2025-02-11,Laptop,East,5,999,0.05,CUST-0254
ORD-0296,2025-03-23,Headphones,West,6,149,0.05,CUST-0110
ORD-0297,2025-10-14,Tablet,East,1,449,0,CUST-0271
ORD-0298,2025-06-17,Headphones,South,1,149,0,CUST-0255
ORD-0299,2025-01-05,Headphones,North,4,149,0.2,CUST-0265
ORD-0300,2025-06-13,Tablet,North,10,449,0,CUST-0273
ORD-0301,2025-06-12,Headphones,West,2,149,0.1,CUST-0135
ORD-0302,2025-06-13,Monitor,East,5,349,0,CUST-0129
ORD-0303,2025-12-06,Laptop,West,9,999,0.05,CUST-0243
ORD-0304,2025-05-25,Laptop,East,8,999,0,CUST-0256
ORD-0305,2025-12-16,Tablet,South,2,449,0,CUST-0118
ORD-0306,2025-03-23,Headphones,West,2,149,0.2,CUST-0274
ORD-0307,2025-11-12,Tablet,North,9,449,0.1,CUST-0174
ORD-0308,2025-03-23,Tablet,South,6,449,0.1,CUST-0157
ORD-0309,2025-04-26,Laptop,South,4,999,0.2,CUST-0226
ORD-0310,2025-06-18,Laptop,East,8,999,0.2,CUST-0241
ORD-0311,2025-10-03,Phone,North,5,699,0.05,CUST-0283
ORD-0312,2025-09-14,Headphones,West,10,149,0,CUST-0132
ORD-0313,2025-11-03,Tablet,West,8,449,0.15,CUST-0232
ORD-0314,2025-03-27,Tablet,South,3,449,0.05,CUST-0228
ORD-0315,2025-02-17,Laptop,South,5,999,0,CUST-0141
ORD-0316,2025-12-08,Tablet,East,9,449,0,CUST-0120
ORD-0317,2025-04-21,Tablet,East,3,449,0.15,CUST-0177
ORD-0318,2025-09-03,Monitor,South,10,349,0.1,CUST-0139
ORD-0319,2025-11-20,Phone,East,10,699,0,CUST-0107
ORD-0320,2025-01-21,Laptop,East,4,999,0.2,CUST-0246
ORD-0321,2025-10-21,Headphones,North,8,149,0.15,CUST-0239
ORD-0322,2025-11-10,Tablet,West,4,449,0.2,CUST-0275
ORD-0323,2025-05-15,Headphones,North,1,149,0,CUST-0212
ORD-0324,2025-08-15,Headphones,South,6,149,0.1,CUST-0136
ORD-0325,2025-12-11,Tablet,East,7,449,0,CUST-0294
ORD-0326,2025-09-18,Tablet,North,6,449,0,CUST-0219
ORD-0327,2025-05-15,Laptop,South,3,999,0,CUST-0112
ORD-0328,2025-07-28,Tablet,West,4,449,0.2,CUST-0140
ORD-0329,2025-10-24,Tablet,East,4,449,0.2,CUST-0140
ORD-0330,2025-09-15,Headphones,West,5,149,0.05,CUST-0105
ORD-0331,2025-07-17,Laptop,West,4,999,0,CUST-0249
ORD-0332,2025-01-02,Tablet,East,8,449,0.1,CUST-0267
ORD-0333,2025-05-18,Headphones,North,2,149,0.05,CUST-0134
ORD-0334,2025-12-12,Tablet,West,6,449,0,CUST-0202
ORD-0335,2025-10-18,Laptop,South,6,999,0.1,CUST-0173
ORD-0336,2025-07-17,Laptop,West,9,999,0,CUST-0259
ORD-0337,2025-02-05,Monitor,North,7,349,0,CUST-0186
ORD-0338,2025-06-25,Monitor,South,4,349,0.1,CUST-0230
ORD-0339,2025-09-02,Headphones,North,1,149,0,CUST-0282
ORD-0340,2025-08-17,Tablet,West,3,449,0.1,CUST-0231
ORD-0341,2025-06-20,Phone,East,3,699,0.05,CUST-0257
ORD-0342,2025-10-11,Tablet,West,10,449,0,CUST-0221
ORD-0343,2025-06-11,Laptop,North,7,999,0.1,CUST-0178
ORD-0344,2025-10-16,Laptop,East,10,999,0.1,CUST-0158
ORD-0345,2025-10-16,Laptop,South,9,999,0.15,CUST-0284
ORD-0346,2025-07-05,Monitor,South,1,349,0.1,CUST-0279
ORD-0347,2025-04-01,Laptop,West,6,999,0.05,CUST-0138
ORD-0348,2025-12-07,Headphones,West,9,149,0.2,CUST-0256
ORD-0349,2025-12-24,Headphones,North,3,149,0.1,CUST-0153
ORD-0350,2025-06-22,Monitor,West,9,349,0.05,CUST-0180
ORD-0351,2025-08-18,Phone,East,9,699,0,CUST-0273
ORD-0352,2025-10-16,Tablet,South,4,449,0,CUST-0242
ORD-0353,2025-04-10,Tablet,East,4,449,0.15,CUST-0280
ORD-0354,2025-06-16,Headphones,East,9,149,0.2,CUST-0284
ORD-0355,2025-05-04,Tablet,West,7,449,0.2,CUST-0188
ORD-0356,2025-05-02,Phone,East,2,699,0,CUST-0213
ORD-0357,2025-12-16,Tablet,South,4,449,0.2,CUST-0237
ORD-0358,2025-09-23,Tablet,East,3,449,0,CUST-0257
ORD-0359,2025-04-08,Monitor,North,9,349,0,CUST-0263
ORD-0360,2025-01-04,Phone,West,6,699,0.15,CUST-0220
ORD-0361,2025-11-25,Laptop,South,1,999,0.1,CUST-0140
ORD-0362,2025-11-16,Headphones,West,4,149,0.2,CUST-0173
ORD-0363,2025-05-21,Tablet,North,2,449,0.15,CUST-0246
ORD-0364,2025-09-24,Phone,North,3,699,0.05,CUST-0145
ORD-0365,2025-07-26,Laptop,West,3,999,0.15,CUST-0174
ORD-0366,2025-01-10,Laptop,North,6,999,0,CUST-0216
ORD-0367,2025-09-16,Monitor,South,9,349,0.05,CUST-0169
ORD-0368,2025-02-11,Phone,South,8,699,0.15,CUST-0165
ORD-0369,2025-01-24,Phone,East,5,699,0.1,CUST-0272
ORD-0370,2025-03-20,Phone,West,7,699,0.1,CUST-0183
ORD-0371,2025-07-22,Laptop,North,3,999,0,CUST-0222
ORD-0372,2025-04-01,Tablet,East,7,449,0,CUST-0214
ORD-0373,2025-06-10,Tablet,North,5,449,0.15,CUST-0192
ORD-0374,2025-01-22,Phone,North,8,699,0,CUST-0140
ORD-0375,2025-11-17,Headphones,East,2,149,0.15,CUST-0175
ORD-0376,2025-10-08,Tablet,South,3,449,0.05,CUST-0139
ORD-0377,2025-12-20,Headphones,East,7,149,0.15,CUST-0240
ORD-0378,2025-09-26,Headphones,South,4,149,0.15,CUST-0293
ORD-0379,2025-02-17,Monitor,West,9,349,0.15,CUST-0192
ORD-0380,2025-10-04,Laptop,North,9,999,0.1,CUST-0151
ORD-0381,2025-09-05,Monitor,South,6,349,0.2,CUST-0233
ORD-0382,2025-02-22,Headphones,South,10,149,0.05,CUST-0123
ORD-0383,2025-08-26,Monitor,North,8,349,0,CUST-0231
ORD-0384,2025-08-19,Headphones,North,9,149,0.05,CUST-0272
ORD-0385,2025-12-01,Tablet,West,5,449,0.2,CUST-0100
ORD-0386,2025-10-03,Phone,North,7,699,0,CUST-0279
ORD-0387,2025-09-02,Laptop,North,8,999,0,CUST-0173
ORD-0388,2025-03-25,Headphones,South,7,149,0,CUST-0197
ORD-0389,2025-07-13,Headphones,North,9,149,0,CUST-0267
ORD-0390,2025-02-06,Tablet,West,9,449,0,CUST-0286
ORD-0391,2025-01-25,Phone,North,5,699,0.05,CUST-0272
ORD-0392,2025-07-18,Monitor,West,4,349,0,CUST-0217
ORD-0393,2025-03-09,Tablet,South,2,449,0,CUST-0269
ORD-0394,2025-10-25,Headphones,North,4,149,0,CUST-0117
ORD-0395,2025-10-02,Laptop,West,10,999,0.15,CUST-0280
ORD-0396,2025-04-24,Laptop,North,7,999,0.05,CUST-0159
ORD-0397,2025-04-25,Monitor,North,3,349,0.1,CUST-0174
ORD-0398,2025-12-19,Phone,East,10,699,0.1,CUST-0297
